Airline|Date_of_Journey|Source|Destination|Route|Dep_Time|Arrival_Time|Duration|Total_Stops|Additional_Info|Price|Month|Date|Day_of_week
SPICEJET|2019-03-21|NEW DELHI|COCHIN|DEL ? PNQ ? COK|8|13:15|270|1 STOP|NO CHECK-IN BAGGAGE INCLUDED|6356|3|21|3
AIR INDIA|2019-05-15|BANGLORE|NEW DELHI|BLR ? DEL|21|23:55|170|NON-STOP|NO INFO|5228|5|15|2
AIR INDIA|2019-03-18|BANGLORE|NEW DELHI|BLR ? BOM ? UDR ? DEL|6|16:30|2025|2 STOPS|NO INFO|10835|3|18|0
INDIGO|2019-06-21|BANGLORE|NEW DELHI|BLR ? DEL|4|06:50|170|NON-STOP|NO INFO|3943|6|21|4
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|19:00|1485|1 STOP|NO INFO|14714|1|6|6
AIR INDIA|2019-06-05|KOLKATA|BANGLORE|CCU ? IXR ? DEL ? BLR|5|12:00|1810|2 STOPS|NO INFO|11883|6|5|2
VISTARA|2019-12-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|20|23:25|1625|1 STOP|NO INFO|8610|12|6|4
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|22:30|920|1 STOP|NO INFO|6513|5|15|2
JET AIRWAYS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|04:25|1570|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12898|5|21|1
AIR INDIA|2019-01-06|NEW DELHI|COCHIN|DEL ? GOI ? BOM ? COK|22|19:15|1275|2 STOPS|NO INFO|10861|1|6|6
INDIGO|2019-06-21|MUMBAI|HYDERABAD|BOM ? HYD|19|20:35|90|NON-STOP|NO INFO|4049|6|21|4
JET AIRWAYS|2019-03-18|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|11|05:05|1045|1 STOP|NO INFO|13555|3|18|0
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|19:00|1005|1 STOP|NO INFO|16079|5|27|0
INDIGO|2019-06-03|NEW DELHI|COCHIN|DEL ? COK|5|08:50|195|NON-STOP|NO INFO|7673|6|3|0
MULTIPLE CARRIERS PREMIUM ECONOMY|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:15|620|1 STOP|NO INFO|10161|3|21|3
JET AIRWAYS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|12:35|620|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|12|6|4
SPICEJET|2019-03-05|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO INFO|3873|3|5|1
SPICEJET|2019-03-06|BANGLORE|NEW DELHI|BLR ? DEL|21|00:05|175|NON-STOP|NO INFO|3311|3|6|2
INDIGO|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|01:35|575|1 STOP|NO INFO|13611|9|3|1
AIR INDIA|2019-06-03|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|12|19:15|435|2 STOPS|NO INFO|11858|6|3|0
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:15|535|1 STOP|NO INFO|9316|5|27|0
INDIGO|2019-01-04|BANGLORE|NEW DELHI|BLR ? DEL|7|10:05|175|NON-STOP|NO INFO|4823|1|4|4
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|10:05|845|1 STOP|NO INFO|13941|12|5|3
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|9|04:25|1125|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|13029|5|27|0
SPICEJET|2019-12-04|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO INFO|3873|12|4|2
INDIGO|2019-12-04|BANGLORE|NEW DELHI|BLR ? DEL|1|04:15|165|NON-STOP|NO INFO|4591|12|4|2
VISTARA|2019-06-03|MUMBAI|HYDERABAD|BOM ? DEL ? HYD|8|22:55|850|1 STOP|NO INFO|12395|6|3|0
INDIGO|2019-03-21|MUMBAI|HYDERABAD|BOM ? HYD|2|04:00|90|NON-STOP|NO INFO|3603|3|21|3
INDIGO|2019-01-05|KOLKATA|BANGLORE|CCU ? BLR|15|18:05|155|NON-STOP|NO INFO|4804|1|5|5
INDIGO|2019-05-21|BANGLORE|NEW DELHI|BLR ? DEL|18|21:20|175|NON-STOP|NO INFO|4823|5|21|1
JET AIRWAYS|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|18:50|440|1 STOP|NO INFO|13244|3|21|3
AIR ASIA|2019-03-24|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|19:25|710|1 STOP|NO INFO|6785|3|24|6
AIR INDIA|2019-06-24|MUMBAI|HYDERABAD|BOM ? HYD|6|07:40|80|NON-STOP|NO INFO|3100|6|24|0
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|01:30|450|1 STOP|NO INFO|7198|12|6|4
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|9|19:00|560|2 STOPS|NO INFO|13014|6|27|3
AIR INDIA|2019-06-03|NEW DELHI|COCHIN|DEL ? CCU ? BOM ? COK|6|07:40|1490|2 STOPS|NO INFO|20416|6|3|0
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? GOI ? BOM ? COK|22|19:15|1275|2 STOPS|NO INFO|10441|6|6|3
AIR INDIA|2019-01-03|BANGLORE|NEW DELHI|BLR ? VGA ? DEL|10|11:20|1490|1 STOP|NO INFO|11528|1|3|3
AIR INDIA|2019-06-05|KOLKATA|BANGLORE|CCU ? DEL ? COK ? BLR|7|01:20|1100|2 STOPS|NO INFO|14083|6|5|2
INDIGO|2019-05-15|CHENNAI|KOLKATA|MAA ? CCU|19|21:55|140|NON-STOP|NO INFO|3597|5|15|2
AIR INDIA|2019-12-06|KOLKATA|BANGLORE|CCU ? IXR ? BBI ? BLR|5|13:15|445|2 STOPS|NO INFO|7662|12|6|4
INDIGO|2019-06-06|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|170|NON-STOP|NO INFO|4823|6|6|3
AIR INDIA|2019-06-27|NEW DELHI|COCHIN|DEL ? RPR ? NAG ? BOM ? COK|5|19:15|2280|3 STOPS|NO INFO|10703|6|27|3
JET AIRWAYS|2019-12-06|MUMBAI|HYDERABAD|BOM ? HYD|7|08:30|85|NON-STOP|NO INFO|8040|12|6|4
VISTARA|2019-06-24|BANGLORE|NEW DELHI|BLR ? DEL|7|09:40|160|NON-STOP|NO INFO|4668|6|24|0
AIR INDIA|2019-12-05|NEW DELHI|COCHIN|DEL ? COK|18|21:10|185|NON-STOP|NO INFO|6304|12|5|3
AIR INDIA|2019-06-03|MUMBAI|HYDERABAD|BOM ? BHO ? DEL ? HYD|6|11:55|1795|2 STOPS|NO INFO|14219|6|3|0
SPICEJET|2019-01-05|KOLKATA|BANGLORE|CCU ? BLR|17|19:40|150|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|1|5|5
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|21:00|480|1 STOP|NO INFO|13587|5|27|0
AIR INDIA|2019-05-18|KOLKATA|BANGLORE|CCU ? IXR ? DEL ? BLR|5|20:25|875|2 STOPS|NO INFO|12093|5|18|5
SPICEJET|2019-04-27|NEW DELHI|COCHIN|DEL ? MAA ? COK|6|11:20|315|1 STOP|NO INFO|5899|4|27|5
AIR INDIA|2019-12-05|MUMBAI|HYDERABAD|BOM ? HYD|13|15:25|90|NON-STOP|NO INFO|3100|12|5|3
AIR INDIA|2019-12-05|BANGLORE|NEW DELHI|BLR ? DEL|17|19:45|165|NON-STOP|NO INFO|5438|12|5|3
INDIGO|2019-04-18|BANGLORE|NEW DELHI|BLR ? DEL|18|21:50|175|NON-STOP|NO INFO|5780|4|18|3
AIR INDIA|2019-09-06|KOLKATA|BANGLORE|CCU ? BOM ? COK ? BLR|9|01:20|955|2 STOPS|NO INFO|11668|9|6|4
INDIGO|2019-01-03|BANGLORE|NEW DELHI|BLR ? DEL|7|10:05|175|NON-STOP|NO INFO|11934|1|3|3
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? ATQ ? BOM ? COK|20|04:25|505|2 STOPS|NO INFO|16263|6|27|3
INDIGO|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|01:35|420|1 STOP|NO INFO|14871|6|3|0
SPICEJET|2019-05-24|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3573|5|24|4
AIR INDIA|2019-03-03|NEW DELHI|COCHIN|DEL ? HYD ? BOM ? COK|21|19:15|1305|2 STOPS|NO INFO|12497|3|3|6
AIR INDIA|2019-06-21|NEW DELHI|COCHIN|DEL ? COK|18|21:10|185|NON-STOP|NO INFO|5411|6|21|4
INDIGO|2019-09-06|NEW DELHI|COCHIN|DEL ? HYD ? COK|5|16:10|665|1 STOP|NO INFO|6600|9|6|4
INDIGO|2019-06-06|KOLKATA|BANGLORE|CCU ? PAT ? BLR|9|14:15|295|1 STOP|NO INFO|11160|6|6|3
JET AIRWAYS|2019-06-03|MUMBAI|HYDERABAD|BOM ? UDR ? DEL ? HYD|17|16:50|1415|2 STOPS|NO INFO|22950|6|3|0
SPICEJET|2019-05-24|KOLKATA|BANGLORE|CCU ? MAA ? BLR|15|20:20|315|1 STOP|NO INFO|4649|5|24|4
JET AIRWAYS|2019-05-21|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|04:25|1375|2 STOPS|NO INFO|15129|5|21|1
INDIGO|2019-12-05|NEW DELHI|COCHIN|DEL ? COK|21|00:20|195|NON-STOP|NO INFO|8626|12|5|3
JET AIRWAYS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|04:25|1280|1 STOP|NO INFO|17234|6|3|0
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|5|13:15|450|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
AIR INDIA|2019-06-18|MUMBAI|HYDERABAD|BOM ? HYD|15|16:25|85|NON-STOP|NO INFO|3100|6|18|1
JET AIRWAYS|2019-09-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|9|14:25|1730|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9314|9|5|3
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|12:35|620|1 STOP|NO INFO|14714|1|6|6
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? LKO ? BOM ? COK|11|04:25|1000|2 STOPS|NO INFO|13882|6|15|5
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BHO ? BOM ? COK|5|12:35|425|2 STOPS|NO INFO|16274|9|5|3
MULTIPLE CARRIERS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|18:50|440|1 STOP|NO INFO|15135|6|3|0
INDIGO|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|21|00:15|175|NON-STOP|NO INFO|6144|3|24|6
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|19|19:45|1475|2 STOPS|NO INFO|9483|3|27|2
AIR INDIA|2019-05-15|NEW DELHI|COCHIN|DEL ? CCU ? BOM ? COK|6|07:40|1490|2 STOPS|NO INFO|14431|5|15|2
MULTIPLE CARRIERS|2019-06-24|NEW DELHI|COCHIN|DEL ? HYD ? COK|14|22:30|455|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|6093|6|24|0
MULTIPLE CARRIERS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|21:00|660|1 STOP|NO INFO|7888|5|21|1
INDIGO|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|01:30|975|1 STOP|NO INFO|7503|5|15|2
AIR INDIA|2019-06-05|KOLKATA|BANGLORE|CCU ? HYD ? BLR|19|09:50|890|1 STOP|NO INFO|6117|6|5|2
JET AIRWAYS|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|18:50|590|1 STOP|NO INFO|17024|3|3|6
JET AIRWAYS|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|08:15|800|1 STOP|NO INFO|12681|1|4|4
MULTIPLE CARRIERS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:00|505|1 STOP|NO INFO|10678|6|24|0
JET AIRWAYS|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|12:00|1655|1 STOP|NO INFO|13759|3|24|6
SPICEJET|2019-03-06|MUMBAI|HYDERABAD|BOM ? HYD|22|00:15|90|NON-STOP|NO INFO|2017|3|6|2
SPICEJET|2019-06-15|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|4885|6|15|5
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:15|795|1 STOP|NO INFO|10786|5|27|0
VISTARA|2019-12-03|MUMBAI|HYDERABAD|BOM ? DEL ? HYD|7|09:25|1555|1 STOP|NO INFO|12080|12|3|1
INDIGO|2019-09-06|KOLKATA|BANGLORE|CCU ? BLR|20|22:55|155|NON-STOP|NO INFO|4804|9|6|4
AIR INDIA|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|21|19:15|1335|1 STOP|NO INFO|6587|3|21|3
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? MAA ? BOM ? COK|5|18:50|820|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|8728|3|27|2
AIR ASIA|2019-05-18|NEW DELHI|COCHIN|DEL ? BLR ? COK|20|07:10|625|1 STOP|NO INFO|7452|5|18|5
INDIGO|2019-06-06|BANGLORE|NEW DELHI|BLR ? DEL|20|22:50|170|NON-STOP|NO INFO|4823|6|6|3
MULTIPLE CARRIERS|2019-09-05|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|22:30|925|1 STOP|NO INFO|8310|9|5|3
VISTARA|2019-01-04|BANGLORE|NEW DELHI|BLR ? DEL|11|14:20|170|NON-STOP|NO INFO|5403|1|4|4
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? NAG ? BOM ? COK|14|12:35|1320|2 STOPS|NO INFO|13376|9|6|4
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:00|505|1 STOP|NO INFO|10877|3|6|2
JET AIRWAYS|2019-06-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|22|00:45|1555|1 STOP|NO INFO|14815|6|3|0
INDIGO|2019-03-21|NEW DELHI|COCHIN|DEL ? HYD ? COK|6|16:10|570|1 STOP|NO INFO|6558|3|21|3
MULTIPLE CARRIERS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|21:00|720|1 STOP|NO INFO|14067|5|21|1
MULTIPLE CARRIERS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|19:00|585|1 STOP|NO INFO|9627|5|21|1
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:00|1425|1 STOP|NO INFO|14714|3|6|2
INDIGO|2019-09-05|NEW DELHI|COCHIN|DEL ? COK|5|08:50|195|NON-STOP|NO INFO|5000|9|5|3
MULTIPLE CARRIERS PREMIUM ECONOMY|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|21:00|900|1 STOP|NO INFO|9845|3|21|3
JET AIRWAYS|2019-05-18|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|16:20|1285|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|18|5
INDIGO|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|4|13:20|515|1 STOP|NO INFO|7048|3|27|2
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|9|10:55|1520|1 STOP|NO INFO|12692|12|6|4
JET AIRWAYS|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|21|18:50|1260|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|13843|9|3|1
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|14|07:40|1055|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
INDIGO|2019-01-06|MUMBAI|HYDERABAD|BOM ? HYD|9|10:45|90|NON-STOP|NO INFO|4049|1|6|6
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|18:50|650|1 STOP|NO INFO|12242|3|27|2
JET AIRWAYS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:00|1425|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|24|0
JET AIRWAYS|2019-09-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|19:50|685|1 STOP|NO INFO|14571|9|6|4
SPICEJET|2019-05-24|KOLKATA|BANGLORE|CCU ? BLR|17|19:40|150|NON-STOP|NO INFO|4174|5|24|4
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|12:35|395|1 STOP|NO INFO|11264|5|27|0
INDIGO|2019-04-18|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4174|4|18|3
INDIGO|2019-12-06|CHENNAI|KOLKATA|MAA ? CCU|5|07:40|145|NON-STOP|NO INFO|3540|12|6|4
VISTARA|2019-05-18|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|20:20|790|1 STOP|NO INFO|9345|5|18|5
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|16|19:15|1595|2 STOPS|NO INFO|9653|6|6|3
INDIGO|2019-03-18|MUMBAI|HYDERABAD|BOM ? HYD|6|07:45|85|NON-STOP|NO INFO|3342|3|18|0
MULTIPLE CARRIERS|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|01:30|930|1 STOP|NO INFO|8073|5|18|5
JET AIRWAYS|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|20:45|855|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7064|1|4|4
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? NAG ? BOM ? COK|14|12:35|1320|2 STOPS|NO INFO|13376|6|27|3
MULTIPLE CARRIERS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|18:50|625|1 STOP|NO INFO|15135|6|3|0
AIR INDIA|2019-05-24|KOLKATA|BANGLORE|CCU ? DEL ? BLR|10|20:25|625|1 STOP|NO INFO|10413|5|24|4
VISTARA|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|20|10:45|865|1 STOP|NO INFO|9187|1|5|5
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|9|12:35|1620|2 STOPS|NO INFO|13292|1|6|6
INDIGO|2019-09-03|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|16:10|515|1 STOP|NO INFO|6674|9|3|1
INDIGO|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|01:30|480|1 STOP|NO INFO|8330|9|5|3
MULTIPLE CARRIERS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:00|740|1 STOP|NO INFO|11200|1|6|6
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|12:35|1595|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|3|6|2
VISTARA|2019-04-15|NEW DELHI|COCHIN|DEL ? COK|14|17:50|190|NON-STOP|NO INFO|6216|4|15|0
JET AIRWAYS|2019-05-18|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|19:50|1430|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|18|5
JET AIRWAYS|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|18:10|1515|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|11134|3|24|6
INDIGO|2019-06-18|CHENNAI|KOLKATA|MAA ? CCU|22|00:25|140|NON-STOP|NO INFO|5277|6|18|1
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? ATQ ? BOM ? COK|8|12:35|1705|2 STOPS|NO INFO|14300|6|27|3
JET AIRWAYS|2019-06-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|22|20:20|1290|1 STOP|NO INFO|17471|6|3|0
JET AIRWAYS|2019-05-21|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|09:20|730|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|21|1
SPICEJET|2019-03-15|BANGLORE|NEW DELHI|BLR ? DEL|5|08:35|170|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|5469|3|15|4
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|14|12:35|1355|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|9|6|4
SPICEJET|2019-06-03|NEW DELHI|COCHIN|DEL ? BLR ? COK|16|22:50|375|1 STOP|NO INFO|7185|6|3|0
AIR ASIA|2019-06-18|KOLKATA|BANGLORE|CCU ? BLR|19|22:25|150|NON-STOP|NO INFO|3807|6|18|1
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|04:25|655|1 STOP|NO INFO|14714|1|6|6
VISTARA|2019-06-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|20:20|790|1 STOP|NO INFO|8610|6|5|2
JET AIRWAYS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|18:50|705|1 STOP|NO INFO|17234|6|3|0
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? GWL ? IDR ? BOM ? COK|11|21:00|565|3 STOPS|NO INFO|15629|12|6|4
MULTIPLE CARRIERS|2019-03-27|NEW DELHI|COCHIN|DEL ? HYD ? MAA ? COK|7|21:20|855|2 STOPS|NO INFO|6128|3|27|2
JET AIRWAYS|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|04:25|745|1 STOP|NO INFO|16289|9|3|1
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|19:00|810|2 STOPS|NO INFO|15129|9|5|3
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|14|10:25|1220|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
JET AIRWAYS|2019-01-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|8|16:10|490|1 STOP|NO INFO|22270|1|3|3
JET AIRWAYS|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|09:45|1005|1 STOP|NO INFO|11467|1|5|5
INDIGO|2019-09-05|MUMBAI|HYDERABAD|BOM ? HYD|19|20:35|90|NON-STOP|NO INFO|4392|9|5|3
SPICEJET|2019-06-05|KOLKATA|BANGLORE|CCU ? BLR|17|19:40|150|NON-STOP|NO INFO|4491|6|5|2
JET AIRWAYS|2019-05-18|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|09:20|730|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|5|18|5
INDIGO|2019-06-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|01:30|415|1 STOP|NO INFO|5883|6|27|3
AIR INDIA|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|07:40|760|1 STOP|NO INFO|14777|3|3|6
AIR ASIA|2019-05-21|KOLKATA|BANGLORE|CCU ? BBI ? BLR|6|10:30|220|1 STOP|NO INFO|5162|5|21|1
INDIGO|2019-01-06|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|1|6|6
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|12:00|1315|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8529|12|6|4
JET AIRWAYS|2019-09-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|16:20|590|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|9|6|4
SPICEJET|2019-09-04|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO INFO|3873|9|4|2
INDIGO|2019-12-06|KOLKATA|BANGLORE|CCU ? BLR|9|12:20|165|NON-STOP|NO INFO|4804|12|6|4
JET AIRWAYS|2019-12-05|MUMBAI|HYDERABAD|BOM ? HYD|2|04:20|85|NON-STOP|NO INFO|5678|12|5|3
JET AIRWAYS|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|18:15|705|1 STOP|NO INFO|12681|1|4|4
JET AIRWAYS|2019-03-15|BANGLORE|NEW DELHI|BLR ? BDQ ? DEL|5|12:20|390|1 STOP|NO INFO|9623|3|15|4
MULTIPLE CARRIERS|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|21:00|725|1 STOP|NO INFO|15147|3|3|6
VISTARA|2019-05-24|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|23:25|975|1 STOP|NO INFO|9345|5|24|4
JET AIRWAYS|2019-06-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|10:05|910|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7757|6|5|2
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|12:00|1170|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|12|5|3
AIR INDIA|2019-03-03|BANGLORE|NEW DELHI|BLR ? CCU ? GAU ? DEL|11|22:10|2105|2 STOPS|NO INFO|11948|3|3|6
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? NAG ? BOM ? COK|6|12:35|1790|2 STOPS|NO INFO|13376|6|27|3
AIR INDIA|2019-05-15|KOLKATA|BANGLORE|CCU ? HYD ? BLR|19|04:40|580|1 STOP|NO INFO|6117|5|15|2
INDIGO|2019-06-03|NEW DELHI|COCHIN|DEL ? HYD ? COK|4|16:10|675|1 STOP|NO INFO|6171|6|3|0
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|19:50|345|1 STOP|NO INFO|13626|12|6|4
JET AIRWAYS|2019-06-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|21|19:10|1305|1 STOP|NO INFO|17471|6|3|0
MULTIPLE CARRIERS|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:15|535|1 STOP|NO INFO|7531|3|21|3
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|15|04:25|805|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|9|5|3
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|12:35|330|1 STOP|NO INFO|16289|5|27|0
INDIGO|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|10|13:00|170|NON-STOP|NO INFO|4777|3|24|6
JET AIRWAYS|2019-04-21|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|5198|4|21|6
